2016-12-15,20:01:32.249418,0.205421
2016-12-15,20:01:32.259727,0.205520
2016-12-15,20:01:32.269728,0.205691
2016-12-15,20:01:32.279729,0.205947
2016-12-15,20:01:32.289728,0.206243
2016-12-15,20:01:32.299737,0.206519
2016-12-15,20:01:32.309729,0.206822
2016-12-15,20:01:32.319728,0.207111
2016-12-15,20:01:32.329731,0.207460
2016-12-15,20:01:32.339728,0.207802
2016-12-15,20:01:32.349729,0.208190
2016-12-15,20:01:32.359727,0.208571
2016-12-15,20:01:32.369727,0.208985
2016-12-15,20:01:32.379728,0.209373
2016-12-15,20:01:32.389729,0.209801
2016-12-15,20:01:32.399736,0.210202
2016-12-15,20:01:32.409729,0.210629
2016-12-15,20:01:32.420025,0.211090
2016-12-15,20:01:32.429646,0.211451
2016-12-15,20:01:32.439641,0.211852
2016-12-15,20:01:32.449641,0.212280
2016-12-15,20:01:32.459641,0.212688
2016-12-15,20:01:32.469641,0.213115
2016-12-15,20:01:32.479641,0.213529
2016-12-15,20:01:32.489641,0.213957
2016-12-15,20:01:32.499646,0.214364
2016-12-15,20:01:32.509641,0.214792
2016-12-15,20:01:32.519640,0.215200
2016-12-15,20:01:32.529642,0.215634
2016-12-15,20:01:32.539640,0.216041
2016-12-15,20:01:32.549641,0.216469
2016-12-15,20:01:32.559641,0.216876
2016-12-15,20:01:32.569641,0.217304
2016-12-15,20:01:32.579641,0.217712
2016-12-15,20:01:32.589641,0.218146
2016-12-15,20:01:32.599646,0.218553
2016-12-15,20:01:32.609641,0.218981
2016-12-15,20:01:32.619641,0.219389
2016-12-15,20:01:32.629642,0.219816
2016-12-15,20:01:32.639641,0.220224
2016-12-15,20:01:32.649647,0.220658
2016-12-15,20:01:32.659641,0.221065
2016-12-15,20:01:32.669642,0.221486
2016-12-15,20:01:32.679641,0.221901
2016-12-15,20:01:32.689641,0.222328
2016-12-15,20:01:32.699646,0.222736
2016-12-15,20:01:32.709642,0.223163
2016-12-15,20:01:32.719962,0.223656
2016-12-15,20:01:32.729729,0.224011
2016-12-15,20:01:32.739729,0.224419
2016-12-15,20:01:32.749729,0.224847
2016-12-15,20:01:32.759728,0.225248
2016-12-15,20:01:32.769729,0.225682
2016-12-15,20:01:32.779729,0.226083
2016-12-15,20:01:32.789728,0.226517
2016-12-15,20:01:32.799735,0.226918
2016-12-15,20:01:32.809729,0.227352
2016-12-15,20:01:32.819729,0.227753
2016-12-15,20:01:32.829738,0.228187
2016-12-15,20:01:32.839728,0.228588
2016-12-15,20:01:32.849730,0.229022
2016-12-15,20:01:32.859728,0.229423
2016-12-15,20:01:32.869733,0.229864
2016-12-15,20:01:32.879730,0.230259
2016-12-15,20:01:32.889731,0.230693
2016-12-15,20:01:32.899739,0.231100
2016-12-15,20:01:32.909525,0.231521
2016-12-15,20:01:32.919532,0.231929
2016-12-15,20:01:32.929731,0.232363
2016-12-15,20:01:32.939731,0.232771
2016-12-15,20:01:32.949729,0.233205
2016-12-15,20:01:32.959731,0.233606
2016-12-15,20:01:32.969730,0.234033
2016-12-15,20:01:32.979731,0.234441
2016-12-15,20:01:32.989729,0.234875
2016-12-15,20:01:32.999740,0.235276
2016-12-15,20:01:33.009729,0.235710
2016-12-15,20:01:33.020212,0.236184
2016-12-15,20:01:33.029642,0.236526
2016-12-15,20:01:33.039642,0.236940
2016-12-15,20:01:33.049641,0.237361
2016-12-15,20:01:33.059642,0.237768
2016-12-15,20:01:33.069641,0.238196
