2016-12-15,22:17:21.591696,0.000000
2016-12-15,22:17:21.612071,0.000000
2016-12-15,22:17:21.632001,0.000000
2016-12-15,22:17:21.652070,0.000000
2016-12-15,22:17:21.672064,0.000000
2016-12-15,22:17:21.692075,0.000000
2016-12-15,22:17:21.712006,0.000000
2016-12-15,22:17:21.732069,0.000000
2016-12-15,22:17:21.752068,0.000000
2016-12-15,22:17:21.772075,0.000000
2016-12-15,22:17:21.792031,0.000000
2016-12-15,22:17:21.812032,0.000000
2016-12-15,22:17:21.832985,0.000000
2016-12-15,22:17:21.851958,0.000000
2016-12-15,22:17:21.871932,0.000000
2016-12-15,22:17:21.891956,0.000000
2016-12-15,22:17:21.911960,0.000000
2016-12-15,22:17:21.931960,0.000000
2016-12-15,22:17:21.951934,0.000000
2016-12-15,22:17:21.971957,0.000000
2016-12-15,22:17:21.991962,0.000000
2016-12-15,22:17:22.011957,0.000000
2016-12-15,22:17:22.031958,0.000000
2016-12-15,22:17:22.051960,0.000000
2016-12-15,22:17:22.071954,0.000000
2016-12-15,22:17:22.091959,0.000000
2016-12-15,22:17:22.111932,0.000000
2016-12-15,22:17:22.132072,0.000000
2016-12-15,22:17:22.152071,0.000000
2016-12-15,22:17:22.172074,0.000000
2016-12-15,22:17:22.192074,0.000000
2016-12-15,22:17:22.212031,0.000000
2016-12-15,22:17:22.232070,0.000000
2016-12-15,22:17:22.252071,0.000000
2016-12-15,22:17:22.272067,0.000000
2016-12-15,22:17:22.292072,0.000000
2016-12-15,22:17:22.312034,0.000000
2016-12-15,22:17:22.332194,0.000000
2016-12-15,22:17:22.352067,0.000000
2016-12-15,22:17:22.372071,0.000000
2016-12-15,22:17:22.392062,0.000000
2016-12-15,22:17:22.411809,0.000000
2016-12-15,22:17:22.431960,0.000000
2016-12-15,22:17:22.451958,0.000000
2016-12-15,22:17:22.471959,0.000000
2016-12-15,22:17:22.491960,0.000000
2016-12-15,22:17:22.511857,0.000000
2016-12-15,22:17:22.531962,0.000000
2016-12-15,22:17:22.551932,0.000000
2016-12-15,22:17:22.571962,0.000000
2016-12-15,22:17:22.591963,0.000000
