2016-12-15,22:20:15.459718,0.000000
2016-12-15,22:20:15.480114,0.000000
2016-12-15,22:20:15.500060,0.000000
2016-12-15,22:20:15.520097,0.000000
2016-12-15,22:20:15.540264,0.000000
2016-12-15,22:20:15.560099,0.000000
2016-12-15,22:20:15.580072,0.000000
2016-12-15,22:20:15.600088,0.000000
2016-12-15,22:20:15.620112,0.000000
2016-12-15,22:20:15.640260,0.000000
2016-12-15,22:20:15.660058,0.000000
2016-12-15,22:20:15.680106,0.000000
2016-12-15,22:20:15.700066,0.000000
2016-12-15,22:20:15.720104,0.000000
2016-12-15,22:20:15.740273,0.000000
2016-12-15,22:20:15.760094,0.000000
2016-12-15,22:20:15.780114,0.000000
2016-12-15,22:20:15.800111,0.000000
2016-12-15,22:20:15.820034,0.000000
2016-12-15,22:20:15.840259,0.000000
2016-12-15,22:20:15.860103,0.000000
2016-12-15,22:20:15.880106,0.000000
2016-12-15,22:20:15.900059,0.000000
2016-12-15,22:20:15.920058,0.000000
2016-12-15,22:20:15.940259,0.000000
2016-12-15,22:20:15.960064,0.000000
2016-12-15,22:20:15.980064,0.000000
2016-12-15,22:20:16.000104,0.000000
2016-12-15,22:20:16.020095,0.000000
2016-12-15,22:20:16.040269,0.000000
2016-12-15,22:20:16.060059,0.000000
2016-12-15,22:20:16.080105,0.000000
2016-12-15,22:20:16.100101,0.000000
2016-12-15,22:20:16.120097,0.000000
2016-12-15,22:20:16.143564,0.000000
2016-12-15,22:20:16.160092,0.000000
2016-12-15,22:20:16.180107,0.000000
2016-12-15,22:20:16.200098,0.000000
2016-12-15,22:20:16.220097,0.000000
2016-12-15,22:20:16.240268,0.000000
2016-12-15,22:20:16.260101,0.000000
2016-12-15,22:20:16.280106,0.000000
2016-12-15,22:20:16.300046,0.000000
2016-12-15,22:20:16.320107,0.000000
2016-12-15,22:20:16.340435,0.000000
2016-12-15,22:20:16.360099,0.000000
2016-12-15,22:20:16.380103,0.000000
2016-12-15,22:20:16.400099,0.000000
2016-12-15,22:20:16.420099,0.000000
2016-12-15,22:20:16.440292,0.000000
2016-12-15,22:20:16.460096,0.000000
2016-12-15,22:20:16.480105,0.000000
2016-12-15,22:20:16.500104,0.000000
2016-12-15,22:20:16.520090,0.000000
2016-12-15,22:20:16.540267,0.000000
2016-12-15,22:20:16.560096,0.000000
2016-12-15,22:20:16.580075,0.000000
2016-12-15,22:20:16.600101,0.000000
2016-12-15,22:20:16.620098,0.000000
2016-12-15,22:20:16.640373,0.000000
2016-12-15,22:20:16.660096,0.000000
2016-12-15,22:20:16.680069,0.000000
2016-12-15,22:20:16.700096,0.000000
2016-12-15,22:20:16.720096,0.000000
2016-12-15,22:20:16.740265,0.000000
2016-12-15,22:20:16.760095,0.000000
2016-12-15,22:20:16.780068,0.000000
2016-12-15,22:20:16.800100,0.000000
2016-12-15,22:20:16.820101,0.000000
2016-12-15,22:20:16.839837,0.000000
2016-12-15,22:20:16.860095,0.000000
2016-12-15,22:20:16.879845,0.000000
2016-12-15,22:20:16.900102,0.000000
2016-12-15,22:20:16.920100,0.000000
2016-12-15,22:20:16.940222,0.000000
2016-12-15,22:20:16.960064,0.000000
2016-12-15,22:20:16.979866,0.000000
2016-12-15,22:20:17.000112,0.000000
2016-12-15,22:20:17.020111,0.000000
2016-12-15,22:20:17.040480,0.000000
2016-12-15,22:20:17.060101,0.000000
2016-12-15,22:20:17.080237,0.000000
2016-12-15,22:20:17.100105,0.000000
2016-12-15,22:20:17.120065,0.000000
2016-12-15,22:20:17.140239,0.000000
2016-12-15,22:20:17.160096,0.000000
2016-12-15,22:20:17.180087,0.000000
