0.000000,6.022250,6.022250
0.000986,0.384000,0.384000
0.001644,0.384000,0.384000
0.002433,0.384000,0.384000
0.003275,0.384000,0.384000
0.004136,0.384000,0.384000
0.005011,0.384000,0.384000
0.005892,0.384000,0.384000
0.006773,0.384000,0.384000
0.007661,0.384000,0.384000
0.008549,0.384000,0.384000
0.009430,0.384000,0.384000
0.010311,0.384000,0.384000
0.011199,0.384000,0.384000
0.012087,0.384000,0.384000
0.012968,0.384000,0.384000
0.013856,0.384000,0.384000
0.014743,0.384000,0.384000
0.015625,0.384000,0.384000
0.016519,0.384000,0.384000
0.017400,0.384000,0.384000
0.018288,0.384000,0.384000
0.019176,0.384000,0.384000
0.020057,0.384000,0.384000
0.020951,0.384000,0.384000
0.021832,0.384000,0.384000
0.022720,0.384000,0.384000
0.023608,0.384000,0.384000
0.024496,0.384000,0.384000
0.025383,0.384000,0.384000
0.026265,0.384000,0.384000
0.027152,0.384000,0.384000
0.028040,0.384000,0.384000
0.028928,0.384000,0.384000
0.029816,0.384000,0.384000
0.030690,0.384000,0.384000
0.031578,0.384000,0.384000
0.032466,0.384000,0.384000
0.033353,0.384000,0.384000
0.034241,0.384000,0.384000
0.035129,0.384000,0.384000
0.036010,0.384000,0.384000
0.036898,0.384000,0.384000
0.037786,0.384000,0.384000
0.038673,0.384000,0.384000
0.039561,0.384000,0.384000
0.040442,0.384000,0.384000
0.041337,0.384000,0.384000
0.042218,0.384000,0.384000
0.043106,0.384000,0.384000
0.044033,0.384000,0.384000
0.044894,0.384000,0.384000
0.045782,0.384000,0.384000
0.046670,0.384000,0.384000
0.047558,0.384000,0.384000
0.048445,0.384000,0.384000
0.049333,0.384000,0.384000
0.050214,0.384000,0.384000
0.051109,0.384000,0.384000
0.051977,0.384000,0.384000
0.052884,0.384000,0.384000
0.053765,0.384000,0.384000
0.054653,0.384000,0.384000
0.055541,0.384000,0.384000
0.056429,0.384000,0.384000
0.057303,0.384000,0.384000
0.058191,0.384000,0.384000
0.059079,0.384000,0.384000
0.059967,0.384000,0.384000
0.060867,0.384000,0.384000
0.061742,0.384000,0.384000
0.062630,0.384000,0.384000
0.063518,0.384000,0.384000
0.064405,0.384000,0.384000
0.065300,0.384000,0.384000
0.066181,0.384000,0.384000
0.067069,0.384000,0.384000
0.067956,0.384000,0.384000
0.068838,0.384000,0.384000
0.069732,0.384000,0.384000
0.070626,0.384000,0.384000
0.071521,0.384000,0.384000
0.072402,0.384000,0.384000
0.073296,0.384000,0.384000
0.074177,0.384000,0.384000
0.075065,0.384000,0.384000
0.075953,0.384000,0.384000
0.076847,0.384000,0.384000
0.077728,0.384000,0.384000
0.078616,0.384000,0.384000
0.079504,0.384000,0.384000
0.080392,0.384000,0.384000
0.081279,0.384000,0.384000
0.082167,0.384000,0.384000
0.083055,0.384000,0.384000
0.083943,0.384000,0.384000
0.084817,0.384000,0.384000
0.085712,0.384000,0.384000
0.086593,0.384000,0.384000
0.087487,0.384000,0.384000
0.088368,0.384000,0.384000
0.089263,0.384000,0.384000
0.090150,0.384000,0.384000
0.091038,0.384000,0.384000
0.091926,0.384000,0.384000
0.092814,0.384000,0.384000
0.093701,0.384000,0.384000
0.094589,0.384000,0.384000
0.095477,0.384000,0.384000
0.096365,0.384000,0.384000
0.097246,0.384000,0.384000
0.098153,0.384000,0.384000
0.099041,0.384000,0.384000
0.099929,0.384000,0.384000
0.100817,0.384000,0.384000
0.101704,0.384000,0.384000
0.102592,0.384000,0.384000
0.103480,0.384000,0.384000
0.104368,0.384000,0.384000
0.105255,0.384000,0.384000
0.106143,0.384000,0.384000
0.107031,0.384000,0.384000
0.107925,0.384000,0.384000
0.108813,0.384000,0.384000
0.109701,0.384000,0.384000
0.110589,0.384000,0.384000
0.111463,0.384000,0.384000
0.112351,0.384000,0.384000
0.113239,0.384000,0.384000
0.114133,0.384000,0.384000
0.115021,0.384000,0.384000
0.115909,0.384000,0.384000
0.116796,0.384000,0.384000
0.117684,0.384000,0.384000
0.118572,0.384000,0.384000
0.119460,0.384000,0.384000
0.120347,0.384000,0.384000
0.121235,0.384000,0.384000
0.122129,0.384000,0.384000
0.123017,0.384000,0.384000
0.123905,0.384000,0.384000
0.124806,0.384000,0.384000
0.125694,0.384000,0.384000
0.126581,0.384000,0.384000
0.127456,0.384000,0.384000
0.128357,0.384000,0.384000
0.129245,0.384000,0.384000
0.130132,0.384000,0.384000
0.131020,0.384000,0.384000
0.131908,0.384000,0.384000
0.132802,0.384000,0.384000
0.133690,0.384000,0.384000
0.134578,0.384000,0.384000
0.135466,0.384000,0.384000
0.136353,0.384000,0.384000
0.137241,0.384000,0.384000
0.138122,0.384000,0.384000
0.139010,0.384000,0.384000
0.139898,0.384000,0.384000
0.140786,0.384000,0.384000
0.141673,0.384000,0.384000
0.142561,0.384000,0.384000
0.143449,0.384000,0.384000
0.144343,0.384000,0.384000
0.145224,0.384000,0.384000
0.146119,0.384000,0.384000
0.147006,0.384000,0.384000
0.147894,0.384000,0.384000
0.148782,0.384000,0.384000
0.149670,0.384000,0.384000
0.150564,0.384000,0.384000
0.151458,0.384000,0.384000
0.152346,0.384000,0.384000
0.153234,0.384000,0.384000
0.154128,0.384000,0.384000
0.155009,0.384000,0.384000
0.155904,0.384000,0.384000
0.156792,0.384000,0.384000
0.157679,0.384000,0.384000
0.158567,0.384000,0.384000
0.159461,0.384000,0.384000
0.160349,0.384000,0.384000
0.161230,0.384000,0.384000
0.162125,0.384000,0.384000
0.163012,0.384000,0.384000
0.163900,0.384000,0.384000
0.164775,0.384000,0.384000
0.165663,0.384000,0.384000
0.166550,0.384000,0.384000
0.167445,0.384000,0.384000
0.168332,0.384000,0.384000
0.169220,0.384000,0.384000
0.170108,0.384000,0.384000
0.170996,0.384000,0.384000
0.171883,0.384000,0.384000
0.172771,0.384000,0.384000
0.173659,0.384000,0.384000
0.174553,0.384000,0.384000
0.175441,0.384000,0.384000
0.176329,0.384000,0.384000
0.177217,0.384000,0.384000
0.178118,0.384000,0.384000
0.178986,0.384000,0.384000
0.179834,0.384000,0.384000
0.180643,0.384000,0.384000
0.181425,0.384000,0.384000
0.182175,0.384000,0.384000
0.182892,0.384000,0.384000
0.183582,0.384000,0.384000
0.184240,0.384000,0.384000
0.184878,0.384000,0.384000
0.185483,0.384000,0.384000
0.186068,0.384000,0.384000
0.186627,0.384000,0.384000
0.187160,0.384000,0.384000
0.187672,0.384000,0.384000
0.188166,0.384000,0.384000
0.188633,0.384000,0.384000
0.189086,0.384000,0.384000
0.189520,0.384000,0.384000
0.189941,0.384000,0.384000
0.190336,0.384000,0.384000
0.190717,0.384000,0.384000
0.191085,0.384000,0.384000
0.191441,0.384000,0.384000
0.191776,0.384000,0.384000
0.192098,0.384000,0.384000
0.192414,0.384000,0.384000
0.192710,0.384000,0.384000
0.192992,0.384000,0.384000
0.193269,0.384000,0.384000
0.193532,0.384000,0.384000
0.193782,0.384000,0.384000
0.194025,0.384000,0.384000
0.194255,0.384000,0.384000
0.194479,0.384000,0.384000
0.194702,0.384000,0.384000
0.194913,0.384000,0.384000
0.195130,0.384000,0.384000
0.195347,0.384000,0.384000
0.195557,0.384000,0.384000
0.195774,0.384000,0.384000
0.195991,0.384000,0.384000
0.196202,0.384000,0.384000
0.196419,0.384000,0.384000
0.196629,0.384000,0.384000
0.196846,0.384000,0.384000
0.197063,0.384000,0.384000
0.197273,0.384000,0.384000
0.197490,0.384000,0.384000
0.197701,0.384000,0.384000
0.197918,0.384000,0.384000
0.198128,0.384000,0.384000
0.198345,0.384000,0.384000
0.198556,0.384000,0.384000
0.198773,0.384000,0.384000
0.198990,0.384000,0.384000
0.199200,0.384000,0.384000
0.199417,0.384000,0.384000
0.199634,0.384000,0.384000
0.199680,0.384000,0.384000
0.199549,0.384000,0.384000
0.199549,0.384000,0.384000
0.199693,0.384000,0.384000
0.199884,0.384000,0.384000
0.199924,0.384000,0.384000
0.199792,0.384000,0.384000
0.199772,0.384000,0.384000
0.199917,0.384000,0.384000
0.200108,0.384000,0.384000
0.200154,0.384000,0.384000
0.200016,0.384000,0.384000
