2016-12-20,23:06:23.388451,0.000,12.750,-31.375,-0.008,-0.003,0.000,2.170,4.850,7.850,-74.000,9.562,-5.062
2016-12-20,23:06:23.398444,0.000,12.750,-31.375,0.010,-0.001,0.000,2.140,4.970,8.070,-74.000,9.562,-5.062
2016-12-20,23:06:23.459109,0.000,12.750,-31.375,-0.008,-0.002,0.001,2.140,4.980,8.180,-45.875,6.188,-3.062
2016-12-20,23:06:23.559110,0.000,12.750,-31.375,-0.007,0.002,0.002,2.180,4.950,8.100,-45.188,5.562,-3.375
2016-12-20,23:06:23.659110,0.000,12.750,-31.375,0.007,0.001,0.000,2.110,4.830,8.000,-45.062,5.875,-2.250
2016-12-20,23:06:23.759106,0.000,12.750,-31.375,-0.002,0.002,-0.002,2.170,4.950,8.130,-44.750,6.188,-2.250
2016-12-20,23:06:23.859108,0.000,12.750,-31.375,-0.003,-0.001,0.002,2.130,4.970,8.190,-45.500,5.188,-3.062
2016-12-20,23:06:23.959108,0.000,12.750,-31.375,-0.002,-0.002,0.000,2.170,4.990,8.270,-44.000,6.188,-3.062
2016-12-20,23:06:24.059109,0.000,12.750,-31.375,-0.003,-0.001,0.000,2.130,4.980,8.180,-45.875,5.875,-3.062
2016-12-20,23:06:24.159109,0.000,12.750,-31.375,-0.003,0.000,0.000,2.160,4.970,8.180,-45.500,6.188,-3.062
2016-12-20,23:06:24.259109,0.000,12.750,-31.375,-0.004,-0.001,-0.001,2.150,4.970,8.200,-45.062,5.562,-3.750
2016-12-20,23:06:24.359108,0.000,12.750,-31.375,0.000,-0.001,-0.002,2.150,4.990,8.190,-44.375,5.875,-3.375
2016-12-20,23:06:24.459104,0.000,12.750,-31.375,0.000,0.001,-0.001,2.150,5.010,8.210,-45.500,6.188,-2.688
2016-12-20,23:06:24.559075,0.000,12.750,-31.375,0.001,0.001,0.000,2.160,4.950,8.220,-45.875,5.875,-3.750
2016-12-20,23:06:24.659113,0.000,12.750,-31.375,-0.002,-0.001,0.000,2.140,4.990,8.220,-45.875,5.562,-3.375
2016-12-20,23:06:24.759072,0.000,12.750,-31.375,0.001,-0.002,0.000,2.170,4.970,8.190,-45.500,5.875,-3.375
2016-12-20,23:06:24.859104,0.000,12.750,-31.375,-0.002,0.001,0.001,2.140,4.980,8.230,-45.188,5.875,-2.688
2016-12-20,23:06:24.959111,0.000,12.750,-31.375,-0.001,0.002,0.000,2.160,4.970,8.210,-45.188,5.875,-3.375
2016-12-20,23:06:25.059112,0.000,12.750,-31.375,0.003,0.002,0.001,2.150,5.000,8.190,-45.500,5.875,-3.062
2016-12-20,23:06:25.159045,0.000,12.750,-31.375,-0.001,-0.001,0.001,2.160,4.980,8.190,-45.875,6.188,-2.688
2016-12-20,23:06:25.259189,0.000,12.750,-31.375,0.001,0.003,0.000,2.140,4.960,8.180,-45.062,7.000,-3.375
2016-12-20,23:06:25.359103,0.000,12.750,-31.375,0.000,-0.001,0.004,2.160,5.010,8.180,-45.875,5.875,-2.688
2016-12-20,23:06:25.459112,0.000,12.750,-31.375,0.003,0.001,0.000,2.150,5.000,8.250,-45.875,5.562,-2.688
2016-12-20,23:06:25.559109,0.000,12.750,-31.375,0.001,-0.002,0.000,2.160,4.980,8.220,-45.500,5.562,-3.062
2016-12-20,23:06:25.659109,0.000,12.750,-31.375,0.001,-0.002,-0.001,2.140,4.990,8.240,-45.500,6.562,-2.688
2016-12-20,23:06:25.758905,0.000,12.750,-31.375,0.000,-0.004,0.002,2.150,4.960,8.220,-44.750,6.188,-3.375
2016-12-20,23:06:25.859107,0.000,12.750,-31.375,0.001,0.000,0.000,2.160,4.990,8.230,-46.188,6.562,-2.250
2016-12-20,23:06:25.958997,0.000,12.750,-31.375,0.002,0.001,-0.001,2.150,4.980,8.220,-45.875,5.562,-4.250
2016-12-20,23:06:26.058997,0.000,12.750,-31.375,0.002,0.001,-0.001,2.160,4.980,8.200,-44.375,6.188,-3.062
2016-12-20,23:06:26.158997,0.000,12.750,-31.375,0.000,0.000,0.002,2.150,4.990,8.210,-45.500,6.562,-3.062
2016-12-20,23:06:26.259110,0.000,12.750,-31.375,0.001,0.001,0.001,2.160,4.980,8.200,-45.500,6.562,-3.062
2016-12-20,23:06:26.359228,0.000,12.750,-31.375,-0.001,-0.001,0.001,2.170,4.970,8.200,-44.375,5.562,-3.062
2016-12-20,23:06:26.459107,0.000,12.750,-31.375,0.001,0.000,-0.001,2.170,5.000,8.210,-45.500,6.188,-3.062
2016-12-20,23:06:26.559069,0.000,12.750,-31.375,0.001,0.003,0.001,2.140,4.970,8.220,-44.750,6.188,-3.750
2016-12-20,23:06:26.659104,0.000,12.750,-31.375,-0.001,0.004,-0.002,2.150,4.980,8.220,-45.188,5.875,-1.875
2016-12-20,23:06:26.758845,0.000,12.750,-31.375,0.000,0.001,0.000,2.160,4.960,8.210,-45.500,5.875,-2.250
2016-12-20,23:06:26.859071,0.000,12.750,-31.375,0.000,-0.001,0.000,2.150,4.980,8.210,-46.188,6.188,-3.375
2016-12-20,23:06:26.959067,0.000,12.750,-31.375,0.001,-0.002,0.000,2.150,4.980,8.210,-45.500,5.875,-3.062
2016-12-20,23:06:27.059102,0.000,12.750,-31.375,0.001,0.000,0.002,2.160,4.980,8.220,-46.188,5.875,-3.062
2016-12-20,23:06:27.159109,0.000,12.750,-31.375,-0.001,-0.002,0.000,2.150,4.980,8.200,-44.750,5.875,-3.875
2016-12-20,23:06:27.259108,0.000,12.750,-31.375,0.001,-0.001,0.002,2.150,4.970,8.210,-46.562,5.875,-3.062
2016-12-20,23:06:27.359066,0.000,12.750,-31.375,0.000,0.001,0.000,2.140,4.980,8.200,-45.875,5.875,-3.062
2016-12-20,23:06:27.459108,0.000,12.750,-31.375,0.000,0.002,0.001,2.150,4.970,8.190,-44.750,6.188,-3.062
2016-12-20,23:06:27.559107,0.000,12.750,-31.375,-0.001,-0.001,0.000,2.150,4.980,8.210,-45.875,5.875,-4.250
2016-12-20,23:06:27.659105,0.000,12.750,-31.375,-0.002,0.000,0.001,2.170,4.990,8.190,-45.875,6.188,-3.750
2016-12-20,23:06:27.759108,0.000,12.750,-31.375,-0.001,0.000,0.000,2.150,4.980,8.210,-45.500,5.875,-3.375
2016-12-20,23:06:27.859108,0.000,12.750,-31.375,0.002,-0.001,-0.001,2.170,4.970,8.210,-45.188,5.562,-3.062
2016-12-20,23:06:27.959103,0.000,12.750,-31.375,-0.002,-0.001,0.000,2.160,4.990,8.230,-46.188,5.562,-4.250
2016-12-20,23:06:28.059104,0.000,12.750,-31.375,0.000,0.002,0.000,2.150,4.970,8.210,-45.500,5.875,-3.375
2016-12-20,23:06:28.159105,0.000,12.750,-31.375,-0.002,0.003,0.000,2.150,5.000,8.210,-44.750,6.188,-3.062
2016-12-20,23:06:28.259108,0.000,12.750,-31.375,0.000,-0.001,0.001,2.150,4.990,8.200,-45.500,5.875,-2.250
2016-12-20,23:06:28.359104,0.000,12.750,-31.375,0.007,0.001,-0.002,2.150,4.970,8.210,-45.875,5.875,-4.250
2016-12-20,23:06:28.459102,0.000,12.750,-31.375,-0.002,0.000,0.000,2.160,4.990,8.220,-45.500,5.875,-4.250
2016-12-20,23:06:28.559109,0.000,12.750,-31.375,0.001,0.000,-0.002,2.150,4.980,8.240,-45.188,5.875,-3.062
2016-12-20,23:06:28.659235,0.000,12.750,-31.375,-0.001,0.001,-0.002,2.150,4.980,8.190,-44.375,5.875,-3.062
2016-12-20,23:06:28.759070,0.000,12.750,-31.375,0.002,0.001,0.000,2.160,4.990,8.230,-45.500,6.188,-3.062
2016-12-20,23:06:28.858868,0.000,12.750,-31.375,0.000,0.001,0.000,2.150,5.000,8.210,-45.500,6.188,-2.688
2016-12-20,23:06:28.958975,0.000,12.750,-31.375,-0.001,0.002,0.000,2.140,5.000,8.190,-44.750,6.562,-3.375
2016-12-20,23:06:29.058997,0.000,12.750,-31.375,0.000,-0.002,0.000,2.150,4.970,8.220,-45.062,5.562,-3.750
2016-12-20,23:06:29.158969,0.000,12.750,-31.375,0.001,0.002,0.002,2.140,4.990,8.220,-45.188,5.875,-1.875
2016-12-20,23:06:29.259101,0.000,12.750,-31.375,0.001,0.001,-0.002,2.140,4.970,8.190,-44.750,6.188,-3.062
2016-12-20,23:06:29.359109,0.000,12.750,-31.375,-0.001,-0.002,0.001,2.150,4.980,8.210,-44.750,5.562,-3.375
2016-12-20,23:06:29.459110,0.000,12.750,-31.375,0.000,0.000,0.001,2.160,4.990,8.230,-46.188,5.875,-2.688
2016-12-20,23:06:29.559109,0.000,12.750,-31.375,-0.002,-0.001,0.002,2.170,5.000,8.210,-46.188,5.875,-3.750
2016-12-20,23:06:29.659106,0.000,12.750,-31.375,-0.001,-0.002,0.001,2.150,4.980,8.230,-44.750,6.188,-3.062
2016-12-20,23:06:29.759114,0.000,12.750,-31.375,0.000,0.001,0.000,2.150,4.980,8.190,-46.188,5.875,-3.375
2016-12-20,23:06:29.859105,0.000,12.750,-31.375,0.003,0.000,0.001,2.170,5.000,8.190,-45.062,6.188,-3.062
2016-12-20,23:06:29.959102,0.000,12.750,-31.375,-0.001,-0.001,-0.001,2.140,4.980,8.210,-45.062,5.188,-3.375
2016-12-20,23:06:30.059105,0.000,12.750,-31.375,0.000,0.002,0.001,2.140,4.990,8.220,-45.875,5.188,-2.688
2016-12-20,23:06:30.159108,0.000,12.750,-31.375,0.000,0.000,0.000,2.150,4.990,8.220,-45.500,6.188,-3.375
2016-12-20,23:06:30.259105,0.000,12.750,-31.375,-0.001,-0.001,0.000,2.160,4.990,8.200,-45.875,6.188,-3.375
2016-12-20,23:06:30.358935,0.000,12.750,-31.375,0.000,-0.002,0.001,2.150,4.970,8.200,-45.875,5.188,-3.875
2016-12-20,23:06:30.459109,0.000,12.750,-31.375,-0.002,0.000,0.001,2.150,4.990,8.190,-45.062,5.875,-2.688
2016-12-20,23:06:30.559044,0.000,12.750,-31.375,0.000,-0.001,0.002,2.150,4.980,8.210,-45.188,6.188,-3.875
2016-12-20,23:06:30.659068,0.000,12.750,-31.375,0.000,-0.001,0.001,2.150,5.000,8.220,-46.562,6.188,-3.375
2016-12-20,23:06:30.759107,0.000,12.750,-31.375,0.001,0.000,0.002,2.130,4.990,8.230,-44.750,5.562,-3.375
2016-12-20,23:06:30.859108,0.000,12.750,-31.375,-0.002,0.000,-0.002,2.150,4.990,8.200,-45.875,5.562,-2.688
2016-12-20,23:06:30.959067,0.000,12.750,-31.375,0.001,-0.001,-0.002,2.150,4.980,8.190,-44.750,6.188,-3.062
2016-12-20,23:06:31.059102,0.000,12.750,-31.375,0.000,-0.001,-0.001,2.170,4.970,8.180,-45.500,5.562,-2.688
2016-12-20,23:06:31.159074,0.000,12.750,-31.375,0.000,-0.001,0.000,2.160,4.990,8.190,-44.375,5.875,-2.250
2016-12-20,23:06:31.259109,0.000,12.750,-31.375,0.000,-0.003,0.001,2.150,4.990,8.200,-45.875,5.875,-3.062
