2016-12-20,22:01:48.251736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016-12-20,22:01:48.258832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016-12-20,22:01:48.327040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016-12-20,22:01:48.427038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016-12-20,22:01:48.527039,0.000,0.000,0.000,-0.006,-0.001,0.000,0.000,0.000,0.000,-74.688,7.750,-6.188
2016-12-20,22:01:48.626991,359.938,13.000,-31.500,-0.001,0.001,0.001,2.190,4.920,8.100,-75.375,9.188,-6.562
2016-12-20,22:01:48.727003,0.000,13.000,-31.500,-0.002,-0.002,0.001,2.160,4.920,8.170,-74.688,9.188,-4.250
2016-12-20,22:01:48.827031,0.000,13.000,-31.500,-0.004,-0.002,0.000,2.190,4.950,8.130,-75.375,9.875,-4.250
2016-12-20,22:01:48.927037,0.000,13.000,-31.500,-0.003,-0.001,0.001,2.150,4.930,8.170,-73.562,9.188,-5.000
2016-12-20,22:01:49.027031,0.000,13.000,-31.500,-0.004,0.000,0.000,2.170,4.930,8.120,-74.250,9.562,-4.562
2016-12-20,22:01:49.127034,0.000,13.000,-31.500,-0.002,-0.003,-0.001,2.150,4.940,8.190,-74.688,9.562,-5.750
2016-12-20,22:01:49.227034,0.000,13.000,-31.500,0.002,-0.001,-0.001,2.150,4.920,8.160,-76.188,9.562,-4.562
2016-12-20,22:01:49.327044,0.000,12.938,-31.500,0.000,-0.002,-0.002,2.190,4.940,8.140,-74.250,9.188,-5.000
2016-12-20,22:01:49.427035,0.000,12.938,-31.500,0.000,0.002,0.000,2.180,4.930,8.150,-73.562,9.188,-5.375
2016-12-20,22:01:49.527038,0.000,12.938,-31.500,-0.001,0.001,-0.002,2.160,4.940,8.170,-75.062,9.188,-4.562
2016-12-20,22:01:49.626993,0.000,12.938,-31.438,-0.001,0.002,0.000,2.170,4.930,8.150,-73.875,9.875,-5.000
2016-12-20,22:01:49.726997,0.000,12.938,-31.438,0.000,-0.003,0.000,2.160,4.950,8.160,-73.562,9.188,-4.250
2016-12-20,22:01:49.827032,0.000,12.938,-31.438,0.000,-0.003,-0.002,2.170,4.950,8.190,-75.062,9.562,-3.375
2016-12-20,22:01:49.927169,0.000,12.938,-31.438,0.001,-0.006,0.000,2.170,4.950,8.170,-73.875,9.188,-5.000
2016-12-20,22:01:50.026996,0.000,12.938,-31.438,0.002,0.003,-0.001,2.160,4.940,8.180,-74.250,9.562,-4.562
2016-12-20,22:01:50.127033,0.000,12.938,-31.438,-0.001,0.001,0.000,2.170,4.950,8.170,-74.688,9.562,-5.000
2016-12-20,22:01:50.227039,0.000,12.938,-31.438,0.001,0.002,-0.001,2.160,4.970,8.160,-74.688,9.562,-4.562
2016-12-20,22:01:50.327045,0.000,12.938,-31.438,-0.001,0.003,0.000,2.150,4.950,8.180,-75.062,9.188,-7.000
2016-12-20,22:01:50.427005,0.000,12.938,-31.438,0.001,-0.001,-0.001,2.180,4.950,8.200,-74.688,9.188,-4.562
2016-12-20,22:01:50.527039,0.000,12.938,-31.438,-0.003,0.003,-0.001,2.170,4.940,8.220,-74.688,9.188,-5.000
2016-12-20,22:01:50.627012,0.000,12.938,-31.438,0.000,-0.002,-0.001,2.170,4.940,8.170,-74.250,9.562,-5.375
2016-12-20,22:01:50.727046,0.000,12.938,-31.438,-0.002,0.000,-0.001,2.150,4.940,8.200,-74.250,9.562,-4.562
2016-12-20,22:01:50.827042,0.000,12.938,-31.438,0.000,0.002,-0.002,2.170,4.960,8.180,-75.375,9.562,-5.000
2016-12-20,22:01:50.927044,0.000,12.938,-31.438,0.001,0.001,-0.003,2.160,4.950,8.180,-74.688,9.875,-4.250
2016-12-20,22:01:51.027055,0.000,12.938,-31.438,0.000,-0.001,-0.002,2.150,4.950,8.210,-73.562,9.875,-4.562
2016-12-20,22:01:51.127048,0.000,12.938,-31.438,0.000,0.002,-0.001,2.160,4.920,8.180,-74.688,9.188,-7.000
