2016-12-20,22:21:45.437675,23.81,24.97,102143.3
2016-12-20,22:21:45.440399,23.81,24.97,102143.3
2016-12-20,22:21:46.373657,23.81,24.99,102145.9
2016-12-20,22:21:47.373653,23.80,24.99,102139.8
2016-12-20,22:21:48.373631,23.81,25.04,102144.1
2016-12-20,22:21:49.373661,23.80,24.97,102138.9
2016-12-20,22:21:50.373660,23.81,24.75,102141.5
2016-12-20,22:21:51.373659,23.81,24.97,102143.3
2016-12-20,22:21:52.373636,23.80,24.99,102138.9
2016-12-20,22:21:53.373653,23.80,24.97,102147.7
2016-12-20,22:21:54.373530,23.80,25.04,102138.9
2016-12-20,22:21:55.373471,23.81,25.20,102138.9
2016-12-20,22:21:56.374132,23.80,24.97,102142.4
2016-12-20,22:21:57.373648,23.81,24.59,102146.8
2016-12-20,22:21:58.373633,23.80,24.96,102142.4
2016-12-20,22:21:59.373559,23.81,24.96,102145.9
2016-12-20,22:22:00.373711,23.80,24.97,102142.4
2016-12-20,22:22:01.373653,23.81,25.15,102141.5
2016-12-20,22:22:02.373654,23.81,24.96,102140.7
2016-12-20,22:22:03.373655,23.81,24.95,102138.0
2016-12-20,22:22:04.373633,23.81,24.94,102146.8
2016-12-20,22:22:05.373633,23.81,24.95,102136.2
2016-12-20,22:22:06.373657,23.81,24.96,102141.5
2016-12-20,22:22:07.373657,23.81,24.97,102141.5
2016-12-20,22:22:08.373636,23.81,24.96,102136.2
2016-12-20,22:22:09.373549,23.81,24.96,102135.4
2016-12-20,22:22:10.373656,23.80,24.99,102137.2
2016-12-20,22:22:11.373659,23.80,24.97,102134.5
2016-12-20,22:22:12.373633,23.80,24.83,102136.3
2016-12-20,22:22:13.373653,23.80,24.97,102138.9
2016-12-20,22:22:14.373656,23.79,24.97,102140.7
2016-12-20,22:22:15.373772,23.79,24.94,102137.2
2016-12-20,22:22:16.373634,23.79,24.94,102138.1
2016-12-20,22:22:17.373655,23.80,24.94,102139.8
2016-12-20,22:22:18.373653,23.80,24.92,102133.6
2016-12-20,22:22:19.373657,23.80,25.01,102131.9
2016-12-20,22:22:20.373660,23.79,24.89,102140.7
2016-12-20,22:22:21.373655,23.80,24.91,102134.5
2016-12-20,22:22:22.373825,23.80,24.90,102136.3
2016-12-20,22:22:23.373660,23.80,24.91,102139.8
2016-12-20,22:22:24.373789,23.80,24.91,102134.5
2016-12-20,22:22:25.373636,23.80,24.90,102136.3
2016-12-20,22:22:26.373657,23.80,24.91,102129.2
2016-12-20,22:22:27.373660,23.80,24.92,102139.8
2016-12-20,22:22:28.373658,23.80,24.92,102144.2
2016-12-20,22:22:29.373659,23.80,24.93,102138.9
2016-12-20,22:22:30.373655,23.80,24.93,102142.4
2016-12-20,22:22:31.373658,23.80,24.67,102136.3
2016-12-20,22:22:32.373657,23.80,24.94,102134.5
2016-12-20,22:22:33.373655,23.81,24.97,102140.7
2016-12-20,22:22:34.373652,23.81,25.01,102138.0
2016-12-20,22:22:35.373660,23.81,25.00,102135.4
2016-12-20,22:22:36.373655,23.80,25.03,102142.4
2016-12-20,22:22:37.373657,23.81,25.04,102140.7
2016-12-20,22:22:38.373653,23.81,25.13,102144.1
2016-12-20,22:22:39.373660,23.81,25.05,102141.5
2016-12-20,22:22:40.373652,23.80,25.09,102139.8
2016-12-20,22:22:41.373656,23.82,25.06,102147.7
2016-12-20,22:22:42.373654,23.82,25.09,102145.0
2016-12-20,22:22:43.373799,23.81,25.09,102135.4
2016-12-20,22:22:44.373657,23.80,25.05,102145.1
2016-12-20,22:22:45.373661,23.81,25.05,102140.7
2016-12-20,22:22:46.373657,23.81,25.02,102138.9
2016-12-20,22:22:47.373660,23.81,25.00,102145.9
2016-12-20,22:22:48.373653,23.81,25.01,102144.1
2016-12-20,22:22:49.373661,23.81,25.00,102141.5
2016-12-20,22:22:50.373655,23.80,24.96,102142.4
2016-12-20,22:22:51.373658,23.80,24.97,102141.6
2016-12-20,22:22:52.373659,23.81,24.96,102149.4
2016-12-20,22:22:53.373652,23.81,25.63,102140.7
2016-12-20,22:22:54.373633,23.82,24.96,102145.0
2016-12-20,22:22:55.373659,23.82,24.97,102145.0
2016-12-20,22:22:56.373653,23.82,24.96,102139.7
2016-12-20,22:22:57.373658,23.82,24.90,102139.7
2016-12-20,22:22:58.373653,23.81,24.99,102141.5
2016-12-20,22:22:59.373661,23.82,24.99,102134.4
2016-12-20,22:23:00.373651,23.81,25.00,102133.6
2016-12-20,22:23:01.373660,23.82,25.00,102140.6
2016-12-20,22:23:02.373652,23.81,25.02,102138.9
2016-12-20,22:23:03.373656,23.82,25.02,102137.1
2016-12-20,22:23:04.373657,23.82,25.02,102143.2
2016-12-20,22:23:05.373660,23.81,25.04,102136.2
2016-12-20,22:23:06.373654,23.83,25.04,102144.1
2016-12-20,22:23:07.373660,23.81,25.03,102133.6
2016-12-20,22:23:08.373653,23.81,25.02,102136.2
2016-12-20,22:23:09.373662,23.81,25.01,102138.0
2016-12-20,22:23:10.373650,23.82,25.02,102142.4
2016-12-20,22:23:11.373634,23.81,25.01,102144.1
2016-12-20,22:23:12.373634,23.83,25.34,102144.1
2016-12-20,22:23:13.373502,23.81,24.96,102136.2
2016-12-20,22:23:14.373656,23.82,24.97,102142.4
2016-12-20,22:23:15.373660,23.83,24.96,102141.5
2016-12-20,22:23:16.373654,23.82,24.96,102145.0
2016-12-20,22:23:17.373657,23.82,25.05,102142.4
2016-12-20,22:23:18.373655,23.82,24.96,102139.7
2016-12-20,22:23:19.373659,23.81,25.04,102136.2
2016-12-20,22:23:20.373653,23.81,24.97,102136.2
2016-12-20,22:23:21.373656,23.82,24.95,102143.2
2016-12-20,22:23:22.373652,23.83,24.73,102138.8
2016-12-20,22:23:23.373654,23.83,24.87,102133.5
2016-12-20,22:23:24.373636,23.82,24.96,102145.9
2016-12-20,22:23:25.373659,23.82,24.95,102140.6
2016-12-20,22:23:26.373660,23.82,24.94,102145.9
2016-12-20,22:23:27.373660,23.81,24.96,102136.2
2016-12-20,22:23:28.373653,23.82,24.96,102137.9
2016-12-20,22:23:29.373654,23.83,24.95,102144.1
2016-12-20,22:23:30.373654,23.83,24.94,102133.5
2016-12-20,22:23:31.373659,23.83,24.90,102138.8
2016-12-20,22:23:32.373659,23.83,24.92,102136.2
2016-12-20,22:23:33.373634,23.83,24.94,102134.4
2016-12-20,22:23:34.373656,23.83,24.90,102131.8
2016-12-20,22:23:35.373660,23.84,24.88,102137.9
2016-12-20,22:23:36.373632,23.84,24.47,102130.0
2016-12-20,22:23:37.373658,23.83,24.94,102136.2
2016-12-20,22:23:38.373658,23.83,24.93,102139.7
2016-12-20,22:23:39.373658,23.83,24.94,102136.2
2016-12-20,22:23:40.373650,23.84,24.91,102140.6
2016-12-20,22:23:41.373657,23.83,25.10,102138.8
2016-12-20,22:23:42.373656,23.84,24.93,102137.9
2016-12-20,22:23:43.373660,23.83,24.91,102134.4
2016-12-20,22:23:44.373658,23.83,24.91,102134.4
2016-12-20,22:23:45.373657,23.83,24.91,102130.9
2016-12-20,22:23:46.373659,23.84,24.91,102132.6
2016-12-20,22:23:47.373658,23.84,24.92,102138.8
2016-12-20,22:23:48.373654,23.84,24.92,102137.9
2016-12-20,22:23:49.373659,23.84,24.91,102140.6
2016-12-20,22:23:50.373657,23.84,24.88,102138.8
2016-12-20,22:23:51.373658,23.84,24.91,102130.0
2016-12-20,22:23:52.373660,23.84,24.91,102133.5
2016-12-20,22:23:53.373654,23.84,25.48,102132.6
2016-12-20,22:23:54.373657,23.84,24.92,102140.6
2016-12-20,22:23:55.373656,23.84,24.91,102144.1
2016-12-20,22:23:56.373659,23.84,24.91,102140.6
2016-12-20,22:23:57.373656,23.83,24.93,102134.4
2016-12-20,22:23:58.373656,23.83,24.92,102142.3
2016-12-20,22:23:59.373657,23.84,24.93,102146.7
2016-12-20,22:24:00.373657,23.84,24.93,102141.4
2016-12-20,22:24:01.373658,23.83,24.92,102139.7
2016-12-20,22:24:02.373657,23.84,24.93,102132.6
2016-12-20,22:24:03.373652,23.84,24.93,102143.2
2016-12-20,22:24:04.373662,23.83,24.93,102130.9
2016-12-20,22:24:05.373654,23.84,25.05,102135.3
2016-12-20,22:24:06.373902,23.84,24.91,102135.3
2016-12-20,22:24:07.373656,23.83,24.93,102137.0
2016-12-20,22:24:08.373658,23.83,24.92,102137.0
2016-12-20,22:24:09.373655,23.84,24.91,102135.3
2016-12-20,22:24:10.373657,23.84,24.91,102135.3
2016-12-20,22:24:11.373654,23.84,24.91,102141.4
2016-12-20,22:24:12.373660,23.83,24.71,102137.0
2016-12-20,22:24:13.373657,23.83,24.93,102134.4
2016-12-20,22:24:14.373659,23.84,24.93,102140.6
2016-12-20,22:24:15.373657,23.83,24.93,102133.5
2016-12-20,22:24:16.373656,23.84,24.92,102138.8
2016-12-20,22:24:17.373653,23.84,24.93,102141.4
2016-12-20,22:24:18.373655,23.83,24.92,102136.2
2016-12-20,22:24:19.373655,23.85,24.92,102137.0
2016-12-20,22:24:20.373658,23.84,24.92,102141.4
2016-12-20,22:24:21.373657,23.84,24.91,102140.6
2016-12-20,22:24:22.373657,23.84,24.92,102137.9
2016-12-20,22:24:23.374032,23.82,24.91,102132.7
2016-12-20,22:24:24.373656,23.82,24.96,102145.0
